Dataset,Model,MRR_Tail,MRR_Head,MRR_Avg,Hits@1_Tail,Hits@1_Head,Hits@1_Avg,Hits@3_Tail,Hits@3_Head,Hits@3_Avg,Hits@10_Tail,Hits@10_Head,Hits@10_Avg,seconds
WD-singer,point.rs.conve,0.35186,0.20322,0.27754,0.28098,0.16251,0.22174,0.39719,0.21925,0.30822,0.48525,0.27780,0.38153,7845.744
FB15K-237-10,point.rs.conve,0.21936,0.02791,0.12363,0.16298,0.01339,0.08818,0.24121,0.02667,0.13394,0.33592,0.05785,0.19689,17012.270
WN18RR,point.rs.conve,0.39777,0.34113,0.36945,0.34907,0.31174,0.33041,0.42374,0.35354,0.38864,0.49011,0.39119,0.44065,41513.058
FB15K-237-20,point.rs.conve,0.24532,0.03550,0.14041,0.17880,0.01659,0.09769,0.27013,0.03322,0.15167,0.38087,0.07428,0.22757,35074.798
FB15K-237-50,point.rs.conve,0.28356,0.04789,0.16572,0.20734,0.02209,0.11472,0.31249,0.04778,0.18013,0.44312,0.09890,0.27101,81904.340
NELL23K,point.rs.conve,0.19175,0.07817,0.13496,0.13086,0.05493,0.09289,0.20658,0.08199,0.14429,0.31765,0.11793,0.21779,10516.627
